product_id,manufacturer,management_group
prod_7787,manufacturer_1413,group_1413
prod_5708,manufacturer_1414,group_1414
prod_4841,manufacturer_1415,group_1415
prod_8308,manufacturer_1416,group_1416
prod_5253,manufacturer_1417,group_1417
prod_9915,manufacturer_1418,group_1418
prod_3415,manufacturer_1419,group_1419
prod_8924,manufacturer_1420,group_1420
prod_1357,manufacturer_1421,group_1421
prod_1686,manufacturer_1422,group_1422
prod_8244,manufacturer_1423,group_1423
prod_2173,manufacturer_1424,group_1424
prod_3884,manufacturer_1425,group_1425
prod_9009,manufacturer_1426,group_1426
prod_8687,manufacturer_1427,group_1427
prod_3988,manufacturer_1428,group_1428
prod_1587,manufacturer_1429,group_1429
prod_4558,manufacturer_1430,group_1430
prod_3233,manufacturer_1431,group_1431
prod_9321,manufacturer_1432,group_1432
prod_3017,manufacturer_1433,group_1433
prod_7592,manufacturer_1434,group_1434
prod_2521,manufacturer_1435,group_1435
prod_7702,manufacturer_1436,group_1436
prod_6728,manufacturer_1437,group_1437
prod_9811,manufacturer_1438,group_1438
prod_4564,manufacturer_1439,group_1439
prod_3082,manufacturer_1440,group_1440
prod_6372,manufacturer_1441,group_1441
prod_2368,manufacturer_1442,group_1442
prod_5402,manufacturer_1443,group_1443
prod_1729,manufacturer_1444,group_1444
prod_5058,manufacturer_1445,group_1445
prod_4392,manufacturer_1446,group_1446
prod_6613,manufacturer_1447,group_1447
prod_5376,manufacturer_1448,group_1448
prod_3462,manufacturer_1449,group_1449
prod_2205,manufacturer_1450,group_1450
prod_6236,manufacturer_1451,group_1451
prod_8615,manufacturer_1452,group_1452
prod_5429,manufacturer_1453,group_1453
prod_1584,manufacturer_1454,group_1454
prod_6006,manufacturer_1455,group_1455
prod_9787,manufacturer_1456,group_1456
prod_8925,manufacturer_1457,group_1457
prod_4121,manufacturer_1458,group_1458
prod_7839,manufacturer_1459,group_1459
prod_1359,manufacturer_1460,group_1460
prod_8340,manufacturer_1461,group_1461
prod_9619,manufacturer_1462,group_1462
prod_9715,manufacturer_1463,group_1463
prod_3382,manufacturer_1464,group_1464
prod_9323,manufacturer_1465,group_1465
prod_4149,manufacturer_1466,group_1466
prod_4100,manufacturer_1467,group_1467
prod_4936,manufacturer_1468,group_1468
prod_2954,manufacturer_1469,group_1469
prod_9941,manufacturer_1470,group_1470
prod_7819,manufacturer_1471,group_1471
prod_1388,manufacturer_1472,group_1472
prod_6720,manufacturer_1473,group_1473
prod_6965,manufacturer_1474,group_1474
prod_8115,manufacturer_1475,group_1475
prod_1348,manufacturer_1476,group_1476
prod_4903,manufacturer_1477,group_1477
prod_6692,manufacturer_1478,group_1478
prod_5479,manufacturer_1479,group_1479
prod_9586,manufacturer_1480,group_1480
prod_9019,manufacturer_1481,group_1481
prod_2331,manufacturer_1482,group_1482
prod_6233,manufacturer_1483,group_1483
prod_4069,manufacturer_1484,group_1484
prod_8780,manufacturer_1485,group_1485
prod_2530,manufacturer_1486,group_1486
prod_6969,manufacturer_1487,group_1487
prod_4037,manufacturer_1488,group_1488
prod_8333,manufacturer_1489,group_1489
prod_9428,manufacturer_1490,group_1490
prod_3107,manufacturer_1491,group_1491
prod_8451,manufacturer_1492,group_1492
prod_3226,manufacturer_1493,group_1493
prod_4313,manufacturer_1494,group_1494
prod_2243,manufacturer_1495,group_1495
prod_5952,manufacturer_1496,group_1496
prod_8915,manufacturer_1497,group_1497
prod_2248,manufacturer_1498,group_1498
prod_2742,manufacturer_1499,group_1499
prod_4320,manufacturer_1500,group_1500
prod_7789,manufacturer_1501,group_1501
prod_3286,manufacturer_1502,group_1502
prod_3816,manufacturer_1503,group_1503
prod_3508,manufacturer_1504,group_1504
prod_2797,manufacturer_1505,group_1505
prod_1854,manufacturer_1506,group_1506
prod_9158,manufacturer_1507,group_1507
prod_8207,manufacturer_1508,group_1508
prod_2776,manufacturer_1509,group_1509
prod_9751,manufacturer_1510,group_1510
prod_4191,manufacturer_1511,group_1511
prod_5812,manufacturer_1512,group_1512
prod_4036,manufacturer_1513,group_1513
prod_4880,manufacturer_1514,group_1514
prod_6145,manufacturer_1515,group_1515
prod_5941,manufacturer_1516,group_1516
prod_9094,manufacturer_1517,group_1517
prod_8960,manufacturer_1518,group_1518
prod_3215,manufacturer_1519,group_1519
prod_6509,manufacturer_1520,group_1520
prod_9123,manufacturer_1521,group_1521
prod_6472,manufacturer_1522,group_1522
prod_5539,manufacturer_1523,group_1523
prod_1346,manufacturer_1524,group_1524
prod_6863,manufacturer_1525,group_1525
prod_3767,manufacturer_1526,group_1526
prod_9828,manufacturer_1527,group_1527
prod_6540,manufacturer_1528,group_1528
prod_7236,manufacturer_1529,group_1529
prod_3401,manufacturer_1530,group_1530
prod_3804,manufacturer_1531,group_1531
prod_3295,manufacturer_1532,group_1532
prod_7137,manufacturer_1533,group_1533
prod_3621,manufacturer_1534,group_1534
prod_2224,manufacturer_1535,group_1535
prod_6040,manufacturer_1536,group_1536
prod_9466,manufacturer_1537,group_1537
prod_3448,manufacturer_1538,group_1538
prod_4199,manufacturer_1539,group_1539
prod_3691,manufacturer_1540,group_1540
prod_7879,manufacturer_1541,group_1541
prod_9041,manufacturer_1542,group_1542
prod_3298,manufacturer_1543,group_1543
prod_8981,manufacturer_1544,group_1544
prod_1062,manufacturer_1545,group_1545
prod_6997,manufacturer_1546,group_1546
prod_4135,manufacturer_1547,group_1547
prod_4982,manufacturer_1548,group_1548
prod_8565,manufacturer_1549,group_1549
prod_6443,manufacturer_1550,group_1550
prod_1817,manufacturer_1551,group_1551
prod_7974,manufacturer_1552,group_1552
prod_6203,manufacturer_1553,group_1553
prod_2983,manufacturer_1554,group_1554
prod_5052,manufacturer_1555,group_1555
prod_1816,manufacturer_1556,group_1556
prod_4514,manufacturer_1557,group_1557
prod_4537,manufacturer_1558,group_1558
prod_9457,manufacturer_1559,group_1559
prod_4304,manufacturer_1560,group_1560
prod_8549,manufacturer_1561,group_1561
prod_7161,manufacturer_1562,group_1562
prod_6978,manufacturer_1563,group_1563
prod_6371,manufacturer_1564,group_1564
prod_6517,manufacturer_1565,group_1565
prod_3540,manufacturer_1566,group_1566
prod_4360,manufacturer_1567,group_1567
prod_8491,manufacturer_1568,group_1568
prod_9300,manufacturer_1569,group_1569
prod_4659,manufacturer_1570,group_1570
prod_6175,manufacturer_1571,group_1571
prod_3492,manufacturer_1572,group_1572
prod_4520,manufacturer_1573,group_1573
prod_1884,manufacturer_1574,group_1574
prod_5789,manufacturer_1575,group_1575
prod_9746,manufacturer_1576,group_1576
prod_2904,manufacturer_1577,group_1577
prod_5077,manufacturer_1578,group_1578
prod_1764,manufacturer_1579,group_1579
prod_2383,manufacturer_1580,group_1580
prod_8030,manufacturer_1581,group_1581
prod_4725,manufacturer_1582,group_1582
prod_6176,manufacturer_1583,group_1583
prod_5205,manufacturer_1584,group_1584
prod_3715,manufacturer_1585,group_1585
prod_3046,manufacturer_1586,group_1586
prod_7719,manufacturer_1587,group_1587
prod_6469,manufacturer_1588,group_1588
prod_9007,manufacturer_1589,group_1589
prod_5424,manufacturer_1590,group_1590
prod_2498,manufacturer_1591,group_1591
prod_8870,manufacturer_1592,group_1592
prod_6134,manufacturer_1593,group_1593
prod_6080,manufacturer_1594,group_1594
prod_3182,manufacturer_1595,group_1595
prod_8363,manufacturer_1596,group_1596
prod_9060,manufacturer_1597,group_1597
prod_9733,manufacturer_1598,group_1598
prod_5569,manufacturer_1599,group_1599
prod_8742,manufacturer_1600,group_1600
prod_7464,manufacturer_1601,group_1601
prod_3268,manufacturer_1602,group_1602
prod_6393,manufacturer_1603,group_1603
prod_3769,manufacturer_1604,group_1604
prod_4286,manufacturer_1605,group_1605
prod_5288,manufacturer_1606,group_1606
prod_4971,manufacturer_1607,group_1607
prod_4302,manufacturer_1608,group_1608
prod_1887,manufacturer_1609,group_1609
prod_8089,manufacturer_1610,group_1610
prod_9557,manufacturer_1611,group_1611
prod_9232,manufacturer_1612,group_1612
prod_6666,manufacturer_1613,group_1613
prod_7297,manufacturer_1614,group_1614
prod_9992,manufacturer_1615,group_1615
prod_9196,manufacturer_1616,group_1616
prod_3140,manufacturer_1617,group_1617
prod_8782,manufacturer_1618,group_1618
prod_5599,manufacturer_1619,group_1619
prod_5795,manufacturer_1620,group_1620
prod_5504,manufacturer_1621,group_1621
prod_3743,manufacturer_1622,group_1622
prod_4630,manufacturer_1623,group_1623
prod_5257,manufacturer_1624,group_1624
prod_1017,manufacturer_1625,group_1625
prod_4698,manufacturer_1626,group_1626
prod_6716,manufacturer_1627,group_1627
prod_9742,manufacturer_1628,group_1628
prod_3604,manufacturer_1629,group_1629
prod_9945,manufacturer_1630,group_1630
prod_6073,manufacturer_1631,group_1631
prod_7707,manufacturer_1632,group_1632
prod_7581,manufacturer_1633,group_1633
prod_2971,manufacturer_1634,group_1634
prod_9997,manufacturer_1635,group_1635
prod_9647,manufacturer_1636,group_1636
prod_1415,manufacturer_1637,group_1637
prod_5671,manufacturer_1638,group_1638
prod_5332,manufacturer_1639,group_1639
prod_5075,manufacturer_1640,group_1640
prod_6245,manufacturer_1641,group_1641
prod_4410,manufacturer_1642,group_1642
prod_2794,manufacturer_1643,group_1643
prod_3504,manufacturer_1644,group_1644
prod_7468,manufacturer_1645,group_1645
prod_2866,manufacturer_1646,group_1646
prod_8671,manufacturer_1647,group_1647
prod_4741,manufacturer_1648,group_1648
prod_9840,manufacturer_1649,group_1649
prod_1522,manufacturer_1650,group_1650
prod_6141,manufacturer_1651,group_1651
prod_7679,manufacturer_1652,group_1652
prod_3824,manufacturer_1653,group_1653
prod_5081,manufacturer_1654,group_1654
prod_1422,manufacturer_1655,group_1655
prod_5865,manufacturer_1656,group_1656
prod_3387,manufacturer_1657,group_1657
prod_7465,manufacturer_1658,group_1658
prod_4435,manufacturer_1659,group_1659
prod_6173,manufacturer_1660,group_1660
prod_8460,manufacturer_1661,group_1661
prod_6462,manufacturer_1662,group_1662
prod_6094,manufacturer_1663,group_1663
prod_2503,manufacturer_1664,group_1664
prod_1129,manufacturer_1665,group_1665
prod_5091,manufacturer_1666,group_1666
prod_6051,manufacturer_1667,group_1667
prod_8644,manufacturer_1668,group_1668
prod_2348,manufacturer_1669,group_1669
prod_7590,manufacturer_1670,group_1670
prod_8943,manufacturer_1671,group_1671
prod_1690,manufacturer_1672,group_1672
prod_4374,manufacturer_1673,group_1673
prod_9001,manufacturer_1674,group_1674
prod_7961,manufacturer_1675,group_1675
prod_6631,manufacturer_1676,group_1676
prod_8027,manufacturer_1677,group_1677
prod_4726,manufacturer_1678,group_1678
prod_9653,manufacturer_1679,group_1679
prod_3181,manufacturer_1680,group_1680
prod_6364,manufacturer_1681,group_1681
prod_3893,manufacturer_1682,group_1682
prod_1328,manufacturer_1683,group_1683
prod_9860,manufacturer_1684,group_1684
prod_8706,manufacturer_1685,group_1685
prod_3779,manufacturer_1686,group_1686
prod_8323,manufacturer_1687,group_1687
prod_8317,manufacturer_1688,group_1688
prod_1397,manufacturer_1689,group_1689
prod_5832,manufacturer_1690,group_1690
prod_8145,manufacturer_1691,group_1691
prod_2031,manufacturer_1692,group_1692
prod_4182,manufacturer_1693,group_1693
prod_4496,manufacturer_1694,group_1694
prod_7991,manufacturer_1695,group_1695
prod_3270,manufacturer_1696,group_1696
prod_7241,manufacturer_1697,group_1697
prod_3677,manufacturer_1698,group_1698
prod_4711,manufacturer_1699,group_1699
prod_8811,manufacturer_1700,group_1700
prod_8193,manufacturer_1701,group_1701
prod_3955,manufacturer_1702,group_1702
prod_4087,manufacturer_1703,group_1703
prod_7866,manufacturer_1704,group_1704
prod_4023,manufacturer_1705,group_1705
prod_5029,manufacturer_1706,group_1706
prod_8223,manufacturer_1707,group_1707
prod_6467,manufacturer_1708,group_1708
prod_8761,manufacturer_1709,group_1709
prod_5845,manufacturer_1710,group_1710
prod_8276,manufacturer_1711,group_1711
prod_9478,manufacturer_1712,group_1712
prod_8805,manufacturer_1713,group_1713
prod_6549,manufacturer_1714,group_1714
prod_1161,manufacturer_1715,group_1715
prod_2032,manufacturer_1716,group_1716
prod_8246,manufacturer_1717,group_1717
prod_7894,manufacturer_1718,group_1718
prod_8567,manufacturer_1719,group_1719
prod_6586,manufacturer_1720,group_1720
prod_7227,manufacturer_1721,group_1721
prod_8572,manufacturer_1722,group_1722
prod_9223,manufacturer_1723,group_1723
prod_7948,manufacturer_1724,group_1724
prod_3856,manufacturer_1725,group_1725
prod_9780,manufacturer_1726,group_1726
prod_8493,manufacturer_1727,group_1727
prod_9122,manufacturer_1728,group_1728
prod_4648,manufacturer_1729,group_1729
prod_7086,manufacturer_1730,group_1730
prod_5066,manufacturer_1731,group_1731
prod_1016,manufacturer_1732,group_1732
prod_3194,manufacturer_1733,group_1733
prod_1399,manufacturer_1734,group_1734
prod_4963,manufacturer_1735,group_1735
prod_3811,manufacturer_1736,group_1736
prod_5016,manufacturer_1737,group_1737
prod_1029,manufacturer_1738,group_1738
prod_1214,manufacturer_1739,group_1739
prod_6153,manufacturer_1740,group_1740
prod_2803,manufacturer_1741,group_1741
prod_6594,manufacturer_1742,group_1742
prod_4776,manufacturer_1743,group_1743
prod_9829,manufacturer_1744,group_1744
prod_2187,manufacturer_1745,group_1745
prod_8804,manufacturer_1746,group_1746
prod_4575,manufacturer_1747,group_1747
prod_1473,manufacturer_1748,group_1748
prod_1505,manufacturer_1749,group_1749
prod_9387,manufacturer_1750,group_1750
prod_7564,manufacturer_1751,group_1751
prod_6746,manufacturer_1752,group_1752
prod_9377,manufacturer_1753,group_1753
prod_4519,manufacturer_1754,group_1754
prod_6764,manufacturer_1755,group_1755
prod_4439,manufacturer_1756,group_1756
prod_9283,manufacturer_1757,group_1757
prod_4976,manufacturer_1758,group_1758
prod_2881,manufacturer_1759,group_1759
prod_3564,manufacturer_1760,group_1760
prod_5664,manufacturer_1761,group_1761
prod_5203,manufacturer_1762,group_1762
prod_3496,manufacturer_1763,group_1763
prod_4835,manufacturer_1764,group_1764
prod_6275,manufacturer_1765,group_1765
prod_8568,manufacturer_1766,group_1766
prod_5425,manufacturer_1767,group_1767
prod_2328,manufacturer_1768,group_1768
prod_2859,manufacturer_1769,group_1769
prod_3196,manufacturer_1770,group_1770
prod_2365,manufacturer_1771,group_1771
prod_2551,manufacturer_1772,group_1772
prod_5864,manufacturer_1773,group_1773
prod_7151,manufacturer_1774,group_1774
prod_4761,manufacturer_1775,group_1775
prod_6654,manufacturer_1776,group_1776
prod_9632,manufacturer_1777,group_1777
prod_2148,manufacturer_1778,group_1778
prod_5770,manufacturer_1779,group_1779
prod_6133,manufacturer_1780,group_1780
prod_4291,manufacturer_1781,group_1781
prod_2225,manufacturer_1782,group_1782
prod_5552,manufacturer_1783,group_1783
prod_2840,manufacturer_1784,group_1784
prod_4308,manufacturer_1785,group_1785
prod_6359,manufacturer_1786,group_1786
prod_1568,manufacturer_1787,group_1787
prod_2670,manufacturer_1788,group_1788
prod_5243,manufacturer_1789,group_1789
prod_5630,manufacturer_1790,group_1790
prod_9012,manufacturer_1791,group_1791
prod_8134,manufacturer_1792,group_1792
prod_2507,manufacturer_1793,group_1793
prod_2520,manufacturer_1794,group_1794
prod_1941,manufacturer_1795,group_1795
prod_2926,manufacturer_1796,group_1796
prod_3031,manufacturer_1797,group_1797
prod_6374,manufacturer_1798,group_1798
prod_2390,manufacturer_1799,group_1799
prod_9383,manufacturer_1800,group_1800
prod_2659,manufacturer_1801,group_1801
prod_9142,manufacturer_1802,group_1802
prod_6683,manufacturer_1803,group_1803
prod_8884,manufacturer_1804,group_1804
prod_5515,manufacturer_1805,group_1805
prod_3512,manufacturer_1806,group_1806
prod_2755,manufacturer_1807,group_1807
prod_3039,manufacturer_1808,group_1808
prod_4460,manufacturer_1809,group_1809
prod_9153,manufacturer_1810,group_1810
prod_1665,manufacturer_1811,group_1811
prod_4499,manufacturer_1812,group_1812
prod_3019,manufacturer_1813,group_1813
prod_2219,manufacturer_1814,group_1814
prod_6048,manufacturer_1815,group_1815
prod_7888,manufacturer_1816,group_1816
prod_8454,manufacturer_1817,group_1817
prod_6715,manufacturer_1818,group_1818
prod_8716,manufacturer_1819,group_1819
prod_9319,manufacturer_1820,group_1820
prod_8471,manufacturer_1821,group_1821
prod_5470,manufacturer_1822,group_1822
prod_6944,manufacturer_1823,group_1823
prod_8176,manufacturer_1824,group_1824
prod_8054,manufacturer_1825,group_1825
prod_1286,manufacturer_1826,group_1826
prod_7720,manufacturer_1827,group_1827
prod_4461,manufacturer_1828,group_1828
prod_3657,manufacturer_1829,group_1829
prod_9033,manufacturer_1830,group_1830
prod_2282,manufacturer_1831,group_1831
prod_3069,manufacturer_1832,group_1832
prod_2609,manufacturer_1833,group_1833
prod_2129,manufacturer_1834,group_1834
prod_2933,manufacturer_1835,group_1835
prod_5336,manufacturer_1836,group_1836
prod_2862,manufacturer_1837,group_1837
prod_7938,manufacturer_1838,group_1838
prod_5263,manufacturer_1839,group_1839
prod_1042,manufacturer_1840,group_1840
prod_6536,manufacturer_1841,group_1841
prod_6505,manufacturer_1842,group_1842
prod_6643,manufacturer_1843,group_1843
prod_1740,manufacturer_1844,group_1844
prod_7791,manufacturer_1845,group_1845
prod_9112,manufacturer_1846,group_1846
prod_2456,manufacturer_1847,group_1847
prod_3822,manufacturer_1848,group_1848
prod_5728,manufacturer_1849,group_1849
prod_8142,manufacturer_1850,group_1850
prod_4379,manufacturer_1851,group_1851
prod_8888,manufacturer_1852,group_1852
prod_5393,manufacturer_1853,group_1853
prod_7722,manufacturer_1854,group_1854
prod_2336,manufacturer_1855,group_1855
prod_8594,manufacturer_1856,group_1856
prod_9216,manufacturer_1857,group_1857
prod_9373,manufacturer_1858,group_1858
prod_6635,manufacturer_1859,group_1859
prod_3269,manufacturer_1860,group_1860
prod_7251,manufacturer_1861,group_1861
prod_6589,manufacturer_1862,group_1862
prod_2103,manufacturer_1863,group_1863
prod_7666,manufacturer_1864,group_1864
prod_4946,manufacturer_1865,group_1865
prod_8319,manufacturer_1866,group_1866
prod_4113,manufacturer_1867,group_1867
prod_5294,manufacturer_1868,group_1868
prod_1498,manufacturer_1869,group_1869
prod_6736,manufacturer_1870,group_1870
prod_5950,manufacturer_1871,group_1871
prod_5969,manufacturer_1872,group_1872
prod_7460,manufacturer_1873,group_1873
prod_3517,manufacturer_1874,group_1874
prod_1590,manufacturer_1875,group_1875
prod_9664,manufacturer_1876,group_1876
prod_3123,manufacturer_1877,group_1877
prod_5735,manufacturer_1878,group_1878
prod_8951,manufacturer_1879,group_1879
prod_7302,manufacturer_1880,group_1880
prod_4124,manufacturer_1881,group_1881
prod_3028,manufacturer_1882,group_1882
prod_8468,manufacturer_1883,group_1883
prod_9611,manufacturer_1884,group_1884
prod_6623,manufacturer_1885,group_1885
prod_2287,manufacturer_1886,group_1886
prod_6970,manufacturer_1887,group_1887
prod_4050,manufacturer_1888,group_1888
prod_8017,manufacturer_1889,group_1889
prod_3801,manufacturer_1890,group_1890
prod_4344,manufacturer_1891,group_1891
prod_5790,manufacturer_1892,group_1892
prod_5683,manufacturer_1893,group_1893
prod_6709,manufacturer_1894,group_1894
prod_9053,manufacturer_1895,group_1895
prod_4261,manufacturer_1896,group_1896
prod_8381,manufacturer_1897,group_1897
prod_3044,manufacturer_1898,group_1898
prod_5118,manufacturer_1899,group_1899
prod_4462,manufacturer_1900,group_1900
prod_1295,manufacturer_1901,group_1901
prod_3557,manufacturer_1902,group_1902
prod_2727,manufacturer_1903,group_1903
prod_9211,manufacturer_1904,group_1904
prod_2024,manufacturer_1905,group_1905
prod_9061,manufacturer_1906,group_1906
prod_1472,manufacturer_1907,group_1907
prod_5948,manufacturer_1908,group_1908
prod_8857,manufacturer_1909,group_1909
prod_4118,manufacturer_1910,group_1910
prod_9832,manufacturer_1911,group_1911
prod_6696,manufacturer_1912,group_1912
prod_7840,manufacturer_1913,group_1913
prod_3881,manufacturer_1914,group_1914
prod_8622,manufacturer_1915,group_1915
prod_1933,manufacturer_1916,group_1916
prod_5043,manufacturer_1917,group_1917
prod_5593,manufacturer_1918,group_1918
prod_5229,manufacturer_1919,group_1919
prod_1503,manufacturer_1920,group_1920
prod_2017,manufacturer_1921,group_1921
prod_7100,manufacturer_1922,group_1922
prod_3880,manufacturer_1923,group_1923
prod_9481,manufacturer_1924,group_1924
prod_5528,manufacturer_1925,group_1925
prod_4896,manufacturer_1926,group_1926
prod_5637,manufacturer_1927,group_1927
prod_9087,manufacturer_1928,group_1928
prod_5516,manufacturer_1929,group_1929
prod_4340,manufacturer_1930,group_1930
prod_1661,manufacturer_1931,group_1931
prod_8465,manufacturer_1932,group_1932
prod_7947,manufacturer_1933,group_1933
prod_3463,manufacturer_1934,group_1934
prod_6079,manufacturer_1935,group_1935
prod_5558,manufacturer_1936,group_1936
prod_5446,manufacturer_1937,group_1937
prod_5230,manufacturer_1938,group_1938
prod_8793,manufacturer_1939,group_1939
prod_6043,manufacturer_1940,group_1940
prod_5209,manufacturer_1941,group_1941
prod_2344,manufacturer_1942,group_1942
prod_4545,manufacturer_1943,group_1943
prod_7419,manufacturer_1944,group_1944
prod_1088,manufacturer_1945,group_1945
prod_8794,manufacturer_1946,group_1946
prod_9013,manufacturer_1947,group_1947
prod_7943,manufacturer_1948,group_1948
prod_1310,manufacturer_1949,group_1949
prod_7076,manufacturer_1950,group_1950
prod_5465,manufacturer_1951,group_1951
prod_5947,manufacturer_1952,group_1952
prod_7089,manufacturer_1953,group_1953
prod_7147,manufacturer_1954,group_1954
prod_4723,manufacturer_1955,group_1955
prod_3367,manufacturer_1956,group_1956
prod_9042,manufacturer_1957,group_1957
prod_5003,manufacturer_1958,group_1958
prod_5280,manufacturer_1959,group_1959
prod_4466,manufacturer_1960,group_1960
prod_3356,manufacturer_1961,group_1961
prod_2002,manufacturer_1962,group_1962
prod_4846,manufacturer_1963,group_1963
prod_8021,manufacturer_1964,group_1964
prod_6564,manufacturer_1965,group_1965
prod_4288,manufacturer_1966,group_1966
prod_4074,manufacturer_1967,group_1967
prod_2116,manufacturer_1968,group_1968
prod_8962,manufacturer_1969,group_1969
prod_7384,manufacturer_1970,group_1970
prod_2854,manufacturer_1971,group_1971
prod_4429,manufacturer_1972,group_1972
prod_7960,manufacturer_1973,group_1973
prod_8516,manufacturer_1974,group_1974
prod_4212,manufacturer_1975,group_1975
prod_8167,manufacturer_1976,group_1976
prod_5352,manufacturer_1977,group_1977
prod_1413,manufacturer_1978,group_1978
prod_8831,manufacturer_1979,group_1979
prod_1430,manufacturer_1980,group_1980
prod_4780,manufacturer_1981,group_1981
prod_6591,manufacturer_1982,group_1982
prod_6116,manufacturer_1983,group_1983
prod_2420,manufacturer_1984,group_1984
prod_7053,manufacturer_1985,group_1985
prod_9723,manufacturer_1986,group_1986
prod_3096,manufacturer_1987,group_1987
prod_9844,manufacturer_1988,group_1988
prod_5072,manufacturer_1989,group_1989
prod_7048,manufacturer_1990,group_1990
prod_6044,manufacturer_1991,group_1991
prod_7959,manufacturer_1992,group_1992
prod_2322,manufacturer_1993,group_1993
prod_2425,manufacturer_1994,group_1994
prod_7562,manufacturer_1995,group_1995
prod_1047,manufacturer_1996,group_1996
prod_8625,manufacturer_1997,group_1997
prod_7074,manufacturer_1998,group_1998
prod_4613,manufacturer_1999,group_1999
prod_3569,manufacturer_2000,group_2000
prod_8573,manufacturer_2001,group_2001
prod_3522,manufacturer_2002,group_2002
prod_8970,manufacturer_2003,group_2003
prod_6309,manufacturer_2004,group_2004
prod_6379,manufacturer_2005,group_2005
prod_5254,manufacturer_2006,group_2006
prod_6758,manufacturer_2007,group_2007
prod_7208,manufacturer_2008,group_2008
prod_7055,manufacturer_2009,group_2009
prod_1925,manufacturer_2010,group_2010
prod_9618,manufacturer_2011,group_2011
prod_6738,manufacturer_2012,group_2012
prod_5586,manufacturer_2013,group_2013
prod_3245,manufacturer_2014,group_2014
prod_3590,manufacturer_2015,group_2015
prod_8673,manufacturer_2016,group_2016
prod_2688,manufacturer_2017,group_2017
prod_5483,manufacturer_2018,group_2018
prod_3770,manufacturer_2019,group_2019
prod_6866,manufacturer_2020,group_2020
prod_7496,manufacturer_2021,group_2021
prod_8606,manufacturer_2022,group_2022
prod_1994,manufacturer_2023,group_2023
prod_5394,manufacturer_2024,group_2024
prod_1001,manufacturer_2025,group_2025
prod_4888,manufacturer_2026,group_2026
prod_7237,manufacturer_2027,group_2027
prod_1459,manufacturer_2028,group_2028
prod_3874,manufacturer_2029,group_2029
prod_3260,manufacturer_2030,group_2030
prod_5447,manufacturer_2031,group_2031
prod_2133,manufacturer_2032,group_2032
prod_1181,manufacturer_2033,group_2033
prod_1454,manufacturer_2034,group_2034
prod_9177,manufacturer_2035,group_2035
prod_5245,manufacturer_2036,group_2036
prod_4738,manufacturer_2037,group_2037
prod_3293,manufacturer_2038,group_2038
prod_9470,manufacturer_2039,group_2039
prod_4236,manufacturer_2040,group_2040
prod_8863,manufacturer_2041,group_2041
prod_8993,manufacturer_2042,group_2042
prod_1494,manufacturer_2043,group_2043
prod_7169,manufacturer_2044,group_2044
prod_8279,manufacturer_2045,group_2045
prod_1024,manufacturer_2046,group_2046
prod_9324,manufacturer_2047,group_2047
prod_2231,manufacturer_2048,group_2048
prod_3885,manufacturer_2049,group_2049
prod_2690,manufacturer_2050,group_2050
prod_7130,manufacturer_2051,group_2051
prod_1486,manufacturer_2052,group_2052
prod_4550,manufacturer_2053,group_2053
prod_4531,manufacturer_2054,group_2054
prod_9107,manufacturer_2055,group_2055
prod_9349,manufacturer_2056,group_2056
prod_8382,manufacturer_2057,group_2057
prod_1425,manufacturer_2058,group_2058
prod_3495,manufacturer_2059,group_2059
prod_4008,manufacturer_2060,group_2060
prod_4129,manufacturer_2061,group_2061
prod_8556,manufacturer_2062,group_2062
prod_6012,manufacturer_2063,group_2063
prod_7090,manufacturer_2064,group_2064
prod_8769,manufacturer_2065,group_2065
prod_5086,manufacturer_2066,group_2066
prod_9838,manufacturer_2067,group_2067
prod_1320,manufacturer_2068,group_2068
prod_1235,manufacturer_2069,group_2069
prod_6750,manufacturer_2070,group_2070
prod_3547,manufacturer_2071,group_2071
prod_9651,manufacturer_2072,group_2072
prod_7570,manufacturer_2073,group_2073
prod_5320,manufacturer_2074,group_2074
prod_1625,manufacturer_2075,group_2075
prod_7108,manufacturer_2076,group_2076
prod_2303,manufacturer_2077,group_2077
prod_3909,manufacturer_2078,group_2078
prod_7428,manufacturer_2079,group_2079
prod_5039,manufacturer_2080,group_2080
prod_9121,manufacturer_2081,group_2081
prod_8864,manufacturer_2082,group_2082
prod_7303,manufacturer_2083,group_2083
prod_7343,manufacturer_2084,group_2084
prod_7093,manufacturer_2085,group_2085
prod_3323,manufacturer_2086,group_2086
prod_7418,manufacturer_2087,group_2087
prod_8219,manufacturer_2088,group_2088
prod_1411,manufacturer_2089,group_2089
prod_8894,manufacturer_2090,group_2090
prod_8064,manufacturer_2091,group_2091
prod_9562,manufacturer_2092,group_2092
prod_2912,manufacturer_2093,group_2093
prod_6344,manufacturer_2094,group_2094
prod_8929,manufacturer_2095,group_2095
prod_1647,manufacturer_2096,group_2096
prod_5694,manufacturer_2097,group_2097
prod_8228,manufacturer_2098,group_2098
prod_8379,manufacturer_2099,group_2099
prod_6308,manufacturer_2100,group_2100
prod_2084,manufacturer_2101,group_2101
prod_8009,manufacturer_2102,group_2102
prod_4985,manufacturer_2103,group_2103
prod_3054,manufacturer_2104,group_2104
prod_1803,manufacturer_2105,group_2105
prod_3695,manufacturer_2106,group_2106
prod_9370,manufacturer_2107,group_2107
prod_5129,manufacturer_2108,group_2108
prod_5015,manufacturer_2109,group_2109
prod_2578,manufacturer_2110,group_2110
prod_6358,manufacturer_2111,group_2111
